IncidentNumber	AgencyNumber	FromDate	DrugType	Address1	Address2	City	ZIP	LocationType1	LocationType2	SuspectNumber	Race	Age	Sex	TypeofCriminalActivity	OhioRevisedCode
"16-0590"	"OH0730000"	42448.3805555556	1.0	""	"1468-F TATMAN COE RD"	"MCDERMOTT"	45652.0	1.0	0.0	2.0	"W"	33.0	"F"	"P"	"292511"
"16-0711"	"OH0730000"	42464.7847222222	8.0	""	"1123 BOREN BLVD"	"WHEELERSBURG"	45694.0	2.0	0.0	1.0	"W"	27.0	"M"	"P"	"292511C1"
"16-1398"	"OH0730000"	42555.9625	1.0	""	"US 52 EAST BOUND"	"PORTSMOUTH"	45662.0	77.0	0.0	1.0	"W"	33.0	"M"	"P"	"292511C6"
"16-1912"	"OH0730000"	42620.3854166667	1.0	"SCIOTO COUNTY SHERIFF S OFFICE"	"1025 16TH ST"	"PORTSMOUTH"	45662.0	12.0	0.0	1.0	"W"	31.0	"M"	"P"	"292503A1"
"16-2127"	"OH0730000"	42655.9715277778	1.0	"SPEEDWAY"	"10497 US RT 23"	"LUCASVILLE"	45648.0	48.0	29.0	1.0	"W"	45.0	"M"	"P"	"292511C1"
"16-2127"	"OH0730000"	42655.9715277778	1.0	"SPEEDWAY"	"10497 US RT 23"	"LUCASVILLE"	45648.0	48.0	29.0	1.0	"W"	45.0	"M"	"P"	"292511C3"
"16-2127"	"OH0730000"	42655.9715277778	1.0	"SPEEDWAY"	"10497 US RT 23"	"LUCASVILLE"	45648.0	48.0	29.0	1.0	"W"	45.0	"M"	"P"	"292511C6"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	47.0	0.0	1.0	"W"	38.0	"M"	""	"292133"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	47.0	0.0	1.0	"W"	38.0	"M"	"P"	"292511C6"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	47.0	0.0	2.0	"W"	55.0	"M"	""	"292133"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	47.0	0.0	2.0	"W"	55.0	"M"	"P"	"292511C6"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	77.0	0.0	1.0	"W"	38.0	"M"	""	"292133"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	77.0	0.0	1.0	"W"	38.0	"M"	"P"	"292511C6"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	77.0	0.0	2.0	"W"	55.0	"M"	""	"292133"
"17-0418"	"OH0730000"	42809.0458333333	1.0	"1500 BLOCK"	"HAMMERSTINE RD"	"WHEELERSBURG"	45694.0	77.0	0.0	2.0	"W"	55.0	"M"	"P"	"292511C6"
"17-0593"	"OH0730000"	42838.3958333333	1.0	""	"100 BLOCK HYGEAN"	"W PORTSMOUTH"	45662.0	47.0	0.0	1.0	"W"	34.0	"M"	"P"	"292512"
"17-0593"	"OH0730000"	42838.3958333333	1.0	""	"100 BLOCK HYGEAN"	"W PORTSMOUTH"	45662.0	47.0	0.0	1.0	"W"	34.0	"M"	"U"	"292511"
"17-0709"	"OH0730000"	42859.4583333333	1.0	""	"561A SHEPERDS FORK"	"W PORTSMOUTH"	45663.0	2.0	0.0	1.0	"W"	50.0	"M"	"P"	"292511"
"17-0709"	"OH0730000"	42859.4583333333	1.0	""	"561A SHEPERDS FORK"	"W PORTSMOUTH"	45663.0	2.0	0.0	1.0	"W"	50.0	"M"	"P"	"292512"
"20130039"	"OH0730200"	41278.5986111111	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	1.0		1.0	"B"	27.0	"M"	""	"292112A1"
"20130039"	"OH0730200"	41278.5986111111	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	1.0		1.0	"B"	27.0	"M"	"U"	"292511C6"
"20130124"	"OH0730200"	41286.5298611111	8.0	"1200 Kendall Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	35.0	"M"	"U"	"292511C2"
"20130375"	"OH0730200"	41311.3840277778	1.0	"605 Offnere St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292511C6"
"20130499"	"OH0730200"	41325.6444444444	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	1.0		1.0	"B"	35.0	"M"	""	"291121"
"20130499"	"OH0730200"	41325.6444444444	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	1.0		1.0	"B"	35.0	"M"	"U"	"292511C6"
"20130630"	"OH0730200"	41342.7243055556	1.0	"1300 Lincoln St"	"North/South Alley"	"Portsmouth"	45662.0	48.0		1.0	"W"	19.0	"F"	"U"	"292511C6"
"20130630"	"OH0730200"	41342.7243055556	1.0	"1300 Lincoln St"	"North/South Alley"	"Portsmouth"	45662.0	48.0		1.0	"W"	19.0	"F"	"U"	"292512"
"20130630"	"OH0730200"	41342.7243055556	1.0	"1300 Lincoln St"	"North/South Alley"	"Portsmouth"	45662.0	48.0		1.0	"W"	19.0	"F"	"U"	"292514"
"20130631"	"OH0730200"	41342.8548611111	1.0	"502 Broadway St"	""	"PORTSMOUTH"	45662.0	2.0		1.0	"W"	52.0	"M"	"B"	"292511C1"
"20130631"	"OH0730200"	41342.8548611111	1.0	"502 Broadway St"	""	"PORTSMOUTH"	45662.0	2.0		2.0	"B"	41.0	"M"	"B"	"292511C1"
"20130679"	"OH0730200"	41347.7520833333	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		1.0	"B"	37.0	"M"	"U"	"292511C4"
"20130679"	"OH0730200"	41347.7520833333	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		1.0	"B"	37.0	"M"	"U"	"292511C6"
"20130681"	"OH0730200"	41341.6888888889	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		0.0	""	0.0	""	"D"	"292503C6"
"20130682"	"OH0730200"	41346.6895833333	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		1.0	"B"	37.0	"M"	"D"	"292503C6"
"20130683"	"OH0730200"	41346.8131944444	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		0.0	""	0.0	""	"D"	"292503C6"
"20130684"	"OH0730200"	41347.8166666667	1.0	"1212 Farley Ct"	"PMHA Farley - 1212"	"Portsmouth"	45662.0	2.0		0.0	""	0.0	""	"D"	"292503C6"
"20130730"	"OH0730200"	41354.4041666667	1.0	"56 James St"	"Spartan Stadium"	"Portsmouth"	45662.0	52.0		1.0	"W"	27.0	"F"	"U"	"292511C1"
"20130730"	"OH0730200"	41354.4041666667	1.0	"56 James St"	"Spartan Stadium"	"Portsmouth"	45662.0	52.0		1.0	"W"	27.0	"F"	"U"	"292511C6"
"20130730"	"OH0730200"	41354.4041666667	1.0	"56 James St"	"Spartan Stadium"	"Portsmouth"	45662.0	52.0		2.0	"W"	21.0	"M"	"U"	"292511C1"
"20130730"	"OH0730200"	41354.4041666667	1.0	"56 James St"	"Spartan Stadium"	"Portsmouth"	45662.0	52.0		2.0	"W"	21.0	"M"	"U"	"292511C6"
"20130761"	"OH0730200"	41357.7243055556	6.0	"1500 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	34.0	"M"	"P"	"292511"
"20130761"	"OH0730200"	41357.7243055556	6.0	"1500 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	34.0	"M"	"P"	"292511C2"
"20130761"	"OH0730200"	41357.7243055556	6.0	"1500 6th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	34.0	"M"	"P"	"292514"
"20130763"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	41.0	"M"	""	"293743"
"20130763"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	41.0	"M"	"B"	"292503C6"
"20130763"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	41.0	"M"	"U"	"292511C6"
"20130764"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	43.0	"M"	""	"292131"
"20130764"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	43.0	"M"	"D"	"292503C6"
"20130764"	"OH0730200"	41357.8027777778	1.0	"2214 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	43.0	"M"	"U"	"292511C6"
"20130812"	"OH0730200"	41361.8833333333	1.0	"1701 Kendall Av"	"PMHA Kendall - 1701"	"Portsmouth"	45662.0	1.0		1.0	"W"	23.0	"F"	"B"	"292511C6"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	""	"292324"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	"P"	"292511C1"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	"P"	"292511C2"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	"P"	"292511C6"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	"P"	"292514"
"20130913"	"OH0730200"	41372.8173611111	1.0	"0 25th St / Thomas Av"	"25th St / Thomas Av"	""	45662.0	1.0		1.0	"W"	39.0	"F"	"T"	"292503C6"
"20130942"	"OH0730200"	41375.9875	1.0	"1025 16th St"	"Scioto County Jail"	"Portsmouth"	45662.0	7.0		1.0	"W"	32.0	"M"	"P"	"292136A2"
"20130942"	"OH0730200"	41375.9875	1.0	"1025 16th St"	"Scioto County Jail"	"Portsmouth"	45662.0	7.0		1.0	"W"	32.0	"M"	"P"	"292511C6"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	35.0	"M"	""	"292324"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	35.0	"M"	"D"	"292503C6"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		2.0	"B"	18.0	"M"	""	"292324"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		2.0	"B"	18.0	"M"	"D"	"292503C6"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		3.0	"B"	23.0	"M"	""	"292324"
"20130952"	"OH0730200"	41375.9493055556	1.0	"1829 High St"	""	"Portsmouth"	45662.0	1.0		3.0	"B"	23.0	"M"	"D"	"292503C6"
"20130961"	"OH0730200"	41359.8930555556	1.0	"1701 Kendall Av"	"PMHA Kendall - 1701"	"Portsmouth"	45662.0	1.0		1.0	"W"	37.0	"F"	"D"	"292503C6"
"20131009"	"OH0730200"	41381.6715277778	1.0	"2316 17th St"	""	"PORTSMOUTH"	45662.0	7.0		1.0	"B"	52.0	"M"	""	"292112"
"20131009"	"OH0730200"	41381.6715277778	1.0	"2316 17th St"	""	"PORTSMOUTH"	45662.0	7.0		1.0	"B"	52.0	"M"	""	"292131"
"20131009"	"OH0730200"	41381.6715277778	1.0	"2316 17th St"	""	"PORTSMOUTH"	45662.0	7.0		1.0	"B"	52.0	"M"	""	"292133"
"20131009"	"OH0730200"	41381.6715277778	1.0	"2316 17th St"	""	"PORTSMOUTH"	45662.0	7.0		1.0	"B"	52.0	"M"	"D"	"292503C6"
"20131009"	"OH0730200"	41381.6715277778	1.0	"2316 17th St"	""	"PORTSMOUTH"	45662.0	7.0		1.0	"B"	52.0	"M"	"N"	"290313"
"20131026"	"OH0730200"	41382.5854166667	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"U"	"292313"
"20131026"	"OH0730200"	41382.5854166667	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"U"	"292511C6"
"20131030"	"OH0730200"	41382.8284722222	6.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	31.0	"M"	""	"293743"
"20131030"	"OH0730200"	41382.8284722222	6.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	31.0	"M"	"U"	"292511C2"
"20131030"	"OH0730200"	41382.8284722222	6.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	31.0	"M"	"U"	"292512"
"20131062"	"OH0730200"	41385.6048611111	8.0	"1809 Wayne Av"	"PMHA Wayne - 1809"	"Portsmouth"	45662.0	1.0		1.0	"B"	32.0	"M"	"D"	"292503C4"
"20131062"	"OH0730200"	41385.6048611111	8.0	"1809 Wayne Av"	"PMHA Wayne - 1809"	"Portsmouth"	45662.0	1.0		1.0	"B"	32.0	"M"	"U"	"292511C1"
"20131062"	"OH0730200"	41385.6048611111	8.0	"1809 Wayne Av"	"PMHA Wayne - 1809"	"Portsmouth"	45662.0	1.0		2.0	"B"	21.0	"M"	"D"	"292503C4"
"20131062"	"OH0730200"	41385.6048611111	8.0	"1809 Wayne Av"	"PMHA Wayne - 1809"	"Portsmouth"	45662.0	1.0		2.0	"B"	21.0	"M"	"U"	"292511C1"
"20131094"	"OH0730200"	41388.90625	1.0	"2962 Gallia St"	""	"PORTSMOUTH"	45662.0	1.0		1.0	"B"	33.0	"M"	""	"292324"
"20131094"	"OH0730200"	41388.90625	1.0	"2962 Gallia St"	""	"PORTSMOUTH"	45662.0	1.0		1.0	"B"	33.0	"M"	"P"	"292511C6"
"20131094"	"OH0730200"	41388.90625	1.0	"2962 Gallia St"	""	"PORTSMOUTH"	45662.0	1.0		2.0	"B"	34.0	"M"	""	"292324"
"20131094"	"OH0730200"	41388.90625	1.0	"2962 Gallia St"	""	"PORTSMOUTH"	45662.0	1.0		2.0	"B"	34.0	"M"	"P"	"292511C6"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		1.0	"B"	35.0	"M"	"D"	"292503"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		1.0	"B"	35.0	"M"	"P"	"291331A3"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		1.0	"B"	35.0	"M"	"P"	"292511C3"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		1.0	"B"	35.0	"M"	"P"	"292511C6"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		2.0	"B"	30.0	"M"	"D"	"292503"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		2.0	"B"	30.0	"M"	"P"	"291331A3"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		2.0	"B"	30.0	"M"	"P"	"292511C3"
"20131192"	"OH0730200"	41396.8270833333	1.0	"2740 Gallia St"	"AutoZone"	"PORTSMOUTH"	45662.0	48.0		2.0	"B"	30.0	"M"	"P"	"292511C6"
"20131645"	"OH0730200"	41435.7506944444	1.0	"1407 16th St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	49.0	"F"	""	"291922A"
"20131645"	"OH0730200"	41435.7506944444	1.0	"1407 16th St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	49.0	"F"	"D"	"292503C6"
"20131645"	"OH0730200"	41435.7506944444	1.0	"1407 16th St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	71.0	"M"	""	"291922A"
"20131645"	"OH0730200"	41435.7506944444	1.0	"1407 16th St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	71.0	"M"	"D"	"292503C6"
"20131709"	"OH0730200"	41443.7770833333	1.0	"1220 Union St"	""	"Portsmouth"	45662.0	5.0		1.0	"B"	32.0	"F"	"U"	"292511C6"
"20131709"	"OH0730200"	41443.7770833333	1.0	"1220 Union St"	""	"Portsmouth"	45662.0	5.0		1.0	"B"	32.0	"F"	"U"	"292512"
"20131709"	"OH0730200"	41443.7770833333	1.0	"1220 Union St"	""	"Portsmouth"	45662.0	5.0		2.0	"W"	37.0	"F"	"U"	"292511C6"
"20131709"	"OH0730200"	41443.7770833333	1.0	"1220 Union St"	""	"Portsmouth"	45662.0	5.0		2.0	"W"	37.0	"F"	"U"	"292512"
"20131734"	"OH0730200"	41349.2819444444	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"D"	"292503C6"
"20131735"	"OH0730200"	41374.2819444444	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"D"	"292503C6"
"20131736"	"OH0730200"	41375.2819444444	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"D"	"292503C6"
"20131737"	"OH0730200"	41380.2819444444	1.0	"1542 Grant St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	36.0	"M"	"D"	"292503C6"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		1.0	"W"	30.0	"M"	""	"292324"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		1.0	"W"	30.0	"M"	"D"	"292503C3"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		1.0	"W"	30.0	"M"	"D"	"292503C6"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		2.0	"W"	21.0	"F"	""	"292324"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		2.0	"W"	21.0	"F"	"D"	"292503C3"
"20131865"	"OH0730200"	41458.8520833333	1.0	"2123 Charles St"	""	"PORTSMOUTH"	45662.0	1.0		2.0	"W"	21.0	"F"	"D"	"292503C6"
"20131908"	"OH0730200"	41462.7138888889	6.0	"1800 Grant St"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	28.0	"F"	"D"	"292511C2"
"20131972"	"OH0730200"	41468.8069444444	1.0	"1600 Hutchins St"	"Mound Park"	"Portsmouth"	45662.0	47.0		1.0	"W"	33.0	"F"	""	"292324"
"20131972"	"OH0730200"	41468.8069444444	1.0	"1600 Hutchins St"	"Mound Park"	"Portsmouth"	45662.0	47.0		1.0	"W"	33.0	"F"	"P"	"292511C6"
"20131972"	"OH0730200"	41468.8069444444	1.0	"1600 Hutchins St"	"Mound Park"	"Portsmouth"	45662.0	47.0		1.0	"W"	33.0	"F"	"T"	"292512"
"20132314"	"OH0730200"	41501.3798611111	1.0	"1708 8th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	30.0	"M"	"U"	"292511C6"
"20132328"	"OH0730200"	41502.4819444444	1.0	"0 Elliott Rd"	"Swauger Valley Rd / Elliott Hill Rd"	"ll Rd     Portsmouth"	45662.0	47.0		1.0	"W"	23.0	"M"	"U"	"292511C6"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	""	"292112"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C1"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C2"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C4"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C6"
"20132341"	"OH0730200"	41503.775	1.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"T"	"292136A2"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	""	"292112"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C1"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C2"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C4"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"D"	"292503C6"
"20132341"	"OH0730200"	41503.775	8.0	"1219 14th St"	"PMHA Farley - 1219"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	25.0	"M"	"T"	"292136A2"
"20132342"	"OH0730200"	41503.775	1.0	"1204 Farley Ct"	"PMHA Farley - 1204"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	38.0	"M"	""	"292324"
"20132342"	"OH0730200"	41503.775	1.0	"1204 Farley Ct"	"PMHA Farley - 1204"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	38.0	"M"	"D"	"292503C6"
"20132625"	"OH0730200"	41527.8895833333	1.0	"115 Boundary St"	"Saint Charles Place Apts"	"Portsmouth"	45662.0	1.0		1.0	"W"	40.0	"F"	"D"	"292511C6"
"20132625"	"OH0730200"	41527.8895833333	1.0	"115 Boundary St"	"Saint Charles Place Apts"	"Portsmouth"	45662.0	1.0		2.0	"B"	33.0	"M"	"D"	"292511C6"
"20132861"	"OH0730200"	41547.7868055556	8.0	"1833 Jackson Av"	"Riverside Caf̩"	"Portsmouth"	45662.0	26.0		1.0	"W"	53.0	"F"	"U"	"292511C1"
"20132861"	"OH0730200"	41547.7868055556	8.0	"1833 Jackson Av"	"Riverside Caf̩"	"Portsmouth"	45662.0	26.0		1.0	"W"	53.0	"F"	"U"	"292511C2"
"20132921"	"OH0730200"	41554.5055555556	1.0	"1515 Summit St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	21.0	"M"	"B"	"292511C6"
"20133301"	"OH0730200"	41588.7229166667	6.0	"1500 Waller St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	74.0	"M"	"U"	"292511C2"
"20133301"	"OH0730200"	41588.7229166667	8.0	"1500 Waller St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	74.0	"M"	"U"	"292511C2"
"20133634"	"OH0730200"	41627.7270833333	1.0	"1618 Offnere St"	"Greenlawn Cemetery"	"Portsmouth"	45662.0	50.0		1.0	"W"	31.0	"F"	"U"	"292511C6"
"20133634"	"OH0730200"	41627.7270833333	1.0	"1618 Offnere St"	"Greenlawn Cemetery"	"Portsmouth"	45662.0	50.0		2.0	"W"	29.0	"M"	"U"	"292511C6"
"20140087"	"OH0730200"	41650.0652777778	6.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	29.0		1.0	"W"	53.0	"M"	""	"291711B1"
"20140087"	"OH0730200"	41650.0652777778	6.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	29.0		1.0	"W"	53.0	"M"	"U"	"292511"
"20140461"	"OH0730200"	41702.0902777778	6.0	"0 Logan St/ GARFIELD ST"	"Logan St / Garfield St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	30.0	"M"	"U"	"292511C2"
"20140516"	"OH0730200"	41708.6451388889	8.0	"2300 Gallia St"	""	"Portsmouth"	45662.0	48.0		1.0	"W"	75.0	"M"	""	"292324"
"20140516"	"OH0730200"	41708.6451388889	8.0	"2300 Gallia St"	""	"Portsmouth"	45662.0	48.0		1.0	"W"	75.0	"M"	"D"	"292503C1"
"20140664"	"OH0730200"	41724.8909722222	1.0	"1800 12th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292511C4"
"20140664"	"OH0730200"	41724.8909722222	1.0	"1800 12th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292511C6"
"20140664"	"OH0730200"	41724.8909722222	1.0	"1800 12th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292512"
"20140664"	"OH0730200"	41724.8909722222	1.0	"1800 12th St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	38.0	"F"	"U"	"292514"
"20140713"	"OH0730200"	41730.075	1.0	"1300 11th St"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	48.0	"M"	"U"	"292511"
"20140713"	"OH0730200"	41730.075	1.0	"1300 11th St"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	48.0	"M"	"U"	"292511C6"
"20140864"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	26.0	"M"	""	"291922A"
"20140864"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	26.0	"M"	"U"	"292511C1"
"20140864"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	26.0	"M"	"U"	"292511C6"
"20140864"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	26.0	"M"	"U"	"292512"
"20140874"	"OH0730200"	41743.7701388889	1.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	48.0		1.0	"W"	18.0	"F"	""	"291922A"
