IncidentNumber	AgencyNumber	FromDate	DrugType	Address1	Address2	City	ZIP	LocationType1	LocationType2	SuspectNumber	Race	Age	Sex	TypeofCriminalActivity	OhioRevisedCode
"20170651"	"OH0730200"	42800.775	1.0	"0 Kiff St / Bonser Av"	"Kiff St / Bonser Av"	""	45662.0	12.0		1.0	"W"	37.0	"F"	"P"	"292511"
"20170651"	"OH0730200"	42800.775	1.0	"0 Kiff St / Bonser Av"	"Kiff St / Bonser Av"	""	45662.0	12.0		1.0	"W"	37.0	"F"	"P"	"292514"
"20170748"	"OH0730200"	42811.4194444444	8.0	"224 Marshall Av"	"Sciotoville Community School"	"Portsmouth"	45662.0	8.0		1.0	"W"	15.0	"M"	"U"	"292511"
"20171029"	"OH0730200"	42839.0534722222	1.0	"1900 18th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	54.0	"M"	"P"	"292511C6"
"20171048"	"OH0730200"	42841.0326388889	1.0	"2600 Gallia St"	""	"Portsmouth"	45662.0	48.0		1.0	"W"	35.0	"M"	"P"	"292503C6"
"20171048"	"OH0730200"	42841.0326388889	1.0	"2600 Gallia St"	""	"Portsmouth"	45662.0	48.0		1.0	"W"	35.0	"M"	"P"	"292511C6"
"20171056"	"OH0730200"	42842.0402777778	1.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292511C1"
"20171056"	"OH0730200"	42842.0402777778	1.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292511C6"
"20171056"	"OH0730200"	42842.0402777778	1.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292512"
"20171056"	"OH0730200"	42842.0402777778	3.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292511C1"
"20171056"	"OH0730200"	42842.0402777778	3.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292511C6"
"20171056"	"OH0730200"	42842.0402777778	3.0	"56 James St"	"Spartan Stadium"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"F"	"P"	"292512"
"20171058"	"OH0730200"	42842.6583333333	1.0	"2045 8th St"	"State Electric Supply Co"	"Portsmouth"	45662.0	48.0		1.0	"W"	39.0	"F"	"U"	"292511"
"20171058"	"OH0730200"	42842.6583333333	1.0	"2045 8th St"	"State Electric Supply Co"	"Portsmouth"	45662.0	48.0		1.0	"W"	39.0	"F"	"U"	"292511C1"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	36.0	"F"	""	"292324"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	36.0	"F"	"P"	"292511"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	36.0	"F"	"P"	"292511C1"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	36.0	"F"	"P"	"292511C6"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	22.0	"M"	""	"292324"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	22.0	"M"	"P"	"292511"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	22.0	"M"	"P"	"292511C1"
"20171065"	"OH0730200"	42842.8118055556	2.0	"1663 Logan St"	""	"Portsmouth"	45662.0	52.0		2.0	"W"	22.0	"M"	"P"	"292511C6"
"20171080"	"OH0730200"	42844.0909722222	1.0	"800 Offnere St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	38.0	"M"	"P"	"292503"
"20171080"	"OH0730200"	42844.0909722222	1.0	"800 Offnere St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	38.0	"M"	"P"	"292511C4"
"20171080"	"OH0730200"	42844.0909722222	1.0	"800 Offnere St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	38.0	"M"	"P"	"292511C6"
"20171379"	"OH0730200"	42875.1368055556	2.0	"1100 Lincoln St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	19.0	"F"	"P"	"292511C1"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	""	"292324"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"D"	"292503C3"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"D"	"292503C4"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"D"	"292503C6"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	""	"292324"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"D"	"292503C3"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"D"	"292503C4"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"D"	"292503C6"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	""	"292324"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"D"	"292503C3"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"D"	"292503C4"
"20171519"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"D"	"292503C6"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"P"	"292511C4"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"P"	"292511C6"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"F"	"U"	"292511C3"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"P"	"292511C4"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"P"	"292511C6"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		2.0	"W"	33.0	"F"	"U"	"292511C3"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"P"	"292511C4"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"P"	"292511C6"
"20171520"	"OH0730200"	42887.7284722222	1.0	"1810 11th St"	"Central Industrial Supply Co"	"Portsmouth"	45662.0	1.0		3.0	"B"	36.0	"M"	"U"	"292511C3"
"20171568"	"OH0730200"	42893.7895833333	1.0	"1600 High St"	""	"PORTSMOUTH"	45662.0	12.0		1.0	"W"	26.0	"M"	"U"	"292511C6"
"20171629"	"OH0730200"	42900.7020833333	1.0	"1210 Robinson Av"	"PMHA Robinson - 1210"	"Portsmouth"	45662.0	2.0		1.0	"W"	39.0	"M"	"U"	"292511C6"
"20171639"	"OH0730200"	42900.7020833333	1.0	"1210 Robinson Av"	"PMHA Robinson - 1210"	"Portsmouth"	45662.0	2.0		1.0	"W"	39.0	"M"	"P"	"292511C6"
"20171724"	"OH0730200"	42909.4833333333	6.0	"1816 Summit St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	40.0	"F"	"P"	"292511C1"
"20171724"	"OH0730200"	42909.4833333333	6.0	"1816 Summit St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	40.0	"F"	"P"	"292511C4"
"20171784"	"OH0730200"	42915.4722222222	1.0	"800 10th St"	"North Side of Tracy Park"	"Portsmouth"	45662.0	47.0		1.0	"W"	35.0	"F"	"U"	"292511C6"
"20171784"	"OH0730200"	42915.4722222222	1.0	"800 10th St"	"North Side of Tracy Park"	"Portsmouth"	45662.0	47.0		1.0	"W"	35.0	"F"	"U"	"292512"
"20171784"	"OH0730200"	42915.4722222222	1.0	"800 10th St"	"North Side of Tracy Park"	"Portsmouth"	45662.0	47.0		2.0	"W"	28.0	"M"	"U"	"292511C6"
"20171784"	"OH0730200"	42915.4722222222	1.0	"800 10th St"	"North Side of Tracy Park"	"Portsmouth"	45662.0	47.0		2.0	"W"	28.0	"M"	"U"	"292512"
"20171912"	"OH0730200"	42928.0486111111	6.0	"0 17th St / Thomas Av"	"17th St / Thomas Av"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	43.0	"M"	"P"	"292511"
"20172054"	"OH0730200"	42943.1215277778	6.0	"0 4th St / Waller St"	"1100 BLK 4TH STREET"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"M"	"P"	"292511C1"
"20172054"	"OH0730200"	42943.1215277778	6.0	"0 4th St / Waller St"	"1100 BLK 4TH STREET"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"M"	"P"	"292512"
"20172122"	"OH0730200"	42950.5631944444	6.0	"600 Campbell Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	28.0	"M"	"P"	"292511"
"20172259"	"OH0730200"	42964.6770833333	1.0	"1618 6th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	51.0	"M"	"P"	"292511C6"
"20172259"	"OH0730200"	42964.6770833333	1.0	"1618 6th St"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	48.0	"M"	"P"	"292511C6"
"20172259"	"OH0730200"	42964.6770833333	1.0	"1618 6th St"	""	"Portsmouth"	45662.0	1.0		3.0	"W"	52.0	"F"	"P"	"292511C6"
"20172408"	"OH0730200"	42976.7388888889	1.0	"2210 Grant St"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	45.0	"M"	"P"	"292511C6"
"20172689"	"OH0730200"	43005.7034722222	8.0	"1400 Spring St"	"Alley between Spring and Center"	"r"	45662.0	52.0		1.0	"W"	35.0	"F"	"P"	"292511C1"
"20172689"	"OH0730200"	43005.7034722222	8.0	"1400 Spring St"	"Alley between Spring and Center"	"r"	45662.0	52.0		1.0	"W"	35.0	"F"	"P"	"292511C2"
"20172689"	"OH0730200"	43005.7034722222	8.0	"1400 Spring St"	"Alley between Spring and Center"	"r"	45662.0	52.0		1.0	"W"	35.0	"F"	"P"	"292512"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"M"	""	"292324"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"M"	"P"	"292313A3"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"M"	"P"	"292511"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	33.0	"M"	"P"	"292511C1"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	25.0	"F"	""	"292324"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	25.0	"F"	"P"	"292313A3"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	25.0	"F"	"P"	"292511"
"20172921"	"OH0730200"	43029.9236111111	6.0	"2001 Timmonds Av"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	25.0	"F"	"P"	"292511C1"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	46.0	"M"	"B"	"292511"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	46.0	"M"	"B"	"292511C1"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	46.0	"M"	"B"	"292511C2"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	53.0	"F"	"B"	"292511"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	53.0	"F"	"B"	"292511C1"
"20173101"	"OH0730200"	43047.9097222222	1.0	"1901 Mabert Rd"	""	"Portsmouth"	45662.0	1.0		2.0	"W"	53.0	"F"	"B"	"292511C2"
"20173161"	"OH0730200"	43054.79375	1.0	"0 Jackson Av / Brown St"	"Jackson Av / Brown St"	""	45662.0	52.0		1.0	"W"	35.0	"F"	""	"292324"
"20173161"	"OH0730200"	43054.79375	1.0	"0 Jackson Av / Brown St"	"Jackson Av / Brown St"	""	45662.0	52.0		1.0	"W"	35.0	"F"	"D"	"292503"
"20173161"	"OH0730200"	43054.79375	8.0	"0 Jackson Av / Brown St"	"Jackson Av / Brown St"	""	45662.0	52.0		1.0	"W"	35.0	"F"	""	"292324"
"20173161"	"OH0730200"	43054.79375	8.0	"0 Jackson Av / Brown St"	"Jackson Av / Brown St"	""	45662.0	52.0		1.0	"W"	35.0	"F"	"D"	"292503"
"20173289"	"OH0730200"	43054.9236111111	1.0	"1202 Waller St"	"FARLEY"	"PORTSMOUTH"	45662.0	2.0		1.0	"B"	38.0	"M"	"P"	"292511"
"20173302"	"OH0730200"	43068.8229166667	1.0	"2225 7th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	47.0	"M"	"P"	"292511C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		1.0	"W"	22.0	"F"	""	"291121"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		1.0	"W"	22.0	"F"	""	"291922A"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		1.0	"W"	22.0	"F"	"D"	"292503C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		1.0	"W"	22.0	"F"	"D"	"292511C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		1.0	"W"	22.0	"F"	"D"	"292513"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		2.0	"W"	26.0	"F"	""	"291121"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		2.0	"W"	26.0	"F"	""	"291922A"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		2.0	"W"	26.0	"F"	"D"	"292503C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		2.0	"W"	26.0	"F"	"D"	"292511C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		2.0	"W"	26.0	"F"	"D"	"292513"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		3.0	"B"	21.0	"M"	""	"291121"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		3.0	"B"	21.0	"M"	""	"291922A"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		3.0	"B"	21.0	"M"	"D"	"292503C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		3.0	"B"	21.0	"M"	"D"	"292511C6"
"20173483"	"OH0730200"	43086.4916666667	1.0	"1723 Wayne Av"	"PMHA Wayne - 1723"	"Portsmouth"	45662.0	2.0		3.0	"B"	21.0	"M"	"D"	"292513"
"20173563"	"OH0730200"	43093.5826388889	3.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	39.0		1.0	"W"	33.0	"M"	""	"291711B2"
"20173563"	"OH0730200"	43093.5826388889	3.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	39.0		1.0	"W"	33.0	"M"	"P"	"292511C1"
"20173563"	"OH0730200"	43093.5826388889	3.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	39.0		1.0	"W"	33.0	"M"	"P"	"292511C2"
"20173563"	"OH0730200"	43093.5826388889	3.0	"1910 Robinson Av"	"Goodwill Industries 1910 Robinson"	"son       Portsmouth"	45662.0	39.0		1.0	"W"	33.0	"M"	"P"	"292514"
